|in |vo|ce as|sai |più |che |la |no|stra |vi|va.
|sem|pre |din|tor|no al |pun|to |che |mi |vin|se,
|e |poi |ch’ eb|ber |li |vi|si a |me |e|ret|ti,
|per |ch’ io |den|tro a |l’ er|ror |con|tra|rio |cor|si
« |Ec|co |chi |cre|sce|rà |li |no|stri a|mo|ri».
|di|ver|sa|men|te in |es|sa |fer|ve e |te|pe.
|ve|der |non |può |de |la |di|vi|na |gra|zia,
|lo |qual |ne |li al|ti |cuor |to|sto |s’ at|tu|ta,
|a|iu|tò |sì |che |pia|ce in |pa|ra|di|so.
|ve|drai |Bea|tri|ce, ed |el|la |pie|na|men|te
|so|no |scher|ni|ti |con |dan|no e |con |bef|fa
|Già |e|ran |li |due |ca|pi un |di|ve|nu|ti,
|se |trop|pa |si|cur|tà |m’ al|lar|ga il |fre|no,
|che |là |do|ve u|bi|dia |la |ter|ra e ’l |cie|lo,
|Noi |siam |ve|nu|ti al |lo|co o|v’ i’ |t’ ho |det|to
|e |di|sï|ar |ve|de|ste |san|za |frut|to
|ti |scal|di, |s’ i’ |vo’ |cre|de|re a’ |sem|bian|ti
|E |quel|la |che |ri|cuo|pre |le |mam|mel|le,
|quan|do u|na |vo|ce |dis|se« |Qui |si |mon|ta»,
|Po|scia |fer|ma|to, il |fo|co |be|ne|det|to
|I’ |co|min|ciai:« |Po|e|ta, |vo|lon|tie|ri
|in|co|min|ciai,« |di |ve|der |l’ al|to |lu|me
|On|d’ el|li a |me:« |Sì |to|sto |m’ ha |con|dot|to
|che |vi|si|tan|do |vai |per |l’ ae|re |per|so
|sì |che |ce|la|no i |pie|di e |l’ al|tro |gros|so,
|no|ta|bi|le |com’ |è ’l |pre|sen|te |rio,
|guar|da |co|me e|sta |fie|ra è |fat|ta |fel|la
|quan|do ’l |ma|e|stro |mi |dis|se:« Or |pur |mi|ra,
|Co|sì |la |men|te |mia, |tut|ta |so|spe|sa,
|mia |co|no|scen|za a |la |can|gia|ta |lab|bia,
|e |co|sì |fer|man |sua |op|pi|nï|o|ne
|sì |che, |pen|ten|do e |per|do|nan|do, |fo|ra
|ch’ a|vea |mal |suo|lo e |di |lu|me |di|sa|gio.
|Qua|li i |be|a|ti al |no|vis|si|mo |ban|do
|li oc|chi |driz|zò |ver’ |me |con |quel |sem|bian|te
|tra ’l |poz|zo e ’l |piè |de |l’ al|ta |ri|pa |du|ra,
|è |da |par|tir, |ché |tut|to a|vem |ve|du|to».
|che ’l |mez|zo |cer|chio |del |mo|to |su|per|no,
|la |sel|va, |di|co, |di |spi|ri|ti |spes|si.
|quan|do il |mio |du|ca:« Io |cre|do |ch’ a |lo |stre|mo
|a |l’ es|ser |tut|to |non |è |in|ter|val|lo,
|quel |che |mor|rà |di |col|po |di |co|ten|na.
|d’ en|tro |Si|rat|ti a |gue|rir |de |la |leb|bre,
|ma |sa|pï|en|za, a|mo|re |e |vir|tu|te,
« |O |don|na in |cui |la |mia |spe|ran|za |vi|ge,
|se |col |suo |gra|ve |cor|po |non |s’ ac|ca|scia.
|Co|me |le |ra|ne in|nan|zi a |la |ni|mi|ca
|de |l’ et|ter|no |sta|tu|to |quel |che |chie|di,
« |Vi|vo |son |io, |e |ca|ro es|ser |ti |puo|te»,
|co|me u|di|rai |con |a|per|ta |ra|gio|ne.
« |Ec|co |Di|te», |di|cen|do,« ed |ec|co il |lo|co
|Io |fe|ci il |pa|dre e ’l |fi|glio in |sé |ri|bel|li;
|da |l’ un, |se |si |co|no|sce, il |cin|que e ’l |sei;
|Po|co |sof|fer|se |me |co|tal |Bea|tri|ce
|né |l’ un |né |l’ al|tro |già |pa|rea |quel |ch’ e|ra:
|Con |lui |ve|drai |co|lui |che ’m|pres|so |fue,
|con |l’ a|li al|za|te e |fer|me al |dol|ce |ni|do
|le |gen|ti an|ti|che |ne |l’ an|ti|co er|ro|re;
|sen |gi|va, e |chi |se|guen|do |sa|cer|do|zio,
|con |li oc|chi |fit|ti |pur |in |quel|la o|ne|sta.
|co|me |san|gue |che |fuor |di |ve|na |spic|cia.
|d’ un |lar|go |tut|ti e |cia|scun |e|ra |ton|do.
|lo |Ge|ne|sì |dal |prin|ci|pio, |con|ve|ne
|Non |per |lo |mon|do, |per |cui |mo |s’ af|fan|na
|co|sì |mi |dis|se il |sol |de |li oc|chi |miei.
|per |lo |di|sio |del |pa|sto |che |là il |ti|ra,
|se |non |lo |far; |ché |la |di|man|da o|ne|sta
|ma|li|gna|men|te |già |si |met|te al |ne|go.
|ch’ as|sol|ver |non |si |può |chi |non |si |pen|te,
« |Noi |an|de|rem |con |que|sto |gior|no in|nan|zi»,
|e |tut|ti e |set|te |mi |si |di|mo|stra|ro
« |per |quel|lo |che |Clï|ò |te|co |lì |ta|sta,
|Ma |per|ché |puo|te |vo|stro ac|cor|gi|men|to
|di |cui |do|len|te an|cor |Mi|lan |ra|gio|na.
|che |si |di|sten|de |per |tut|te |lor |par|ti.
|con|for|mi |fie|no al |vi|ver |del |pa|e|se.
|a |co|sì |lun|ga |sca|la |ti |di|spuo|se,
|per |sua |di|fal|ta in |pian|to e |in |af|fan|no
|Poi |ch’ in|nal|zai |un |po|co |più |le |ci|glia,
|Car|lo |Ma|gno |per|dé |la |san|ta |ge|sta,
|e |quin|di |par |che ’l |lo|ro oc|chio |si |pa|sca.
|Ri|guar|da |be|ne o|mai |sì |com’ |io |va|do
|so|ver|chiò |tut|ti; e |la|scia |dir |li |stol|ti
|ma |to|sto |fier |li |fat|ti |le |Nai|a|de,
|met|ter |po|te|te |ben |per |l’ al|to |sa|le
|sta|va|no ac|ce|se, e |quel|la |che |pria |ven|ne
|a |rim|pal|ma|re i |le|gni |lor |non |sa|ni,
|de |l’ ar|co, o|ve |lo |sco|glio |più |sov|ra|sta.
|che |ciò |ch’ i’ |di|co è |un |sem|pli|ce |lu|me.
|ap|pres|so |por|se a |me |l’ ac|cor|to |pas|so.
|pur |l’ of|fe|re|re, an|cor |ch’ al|cu|na of|fer|ta
|ben |la |ru|i|na, e |die|de|mi |di |pi|glio.
|la |gre|ve |piog|gia, e |po|na|vam |le |pian|te
|co|me |li |vi|de |da |la |fred|da |par|te
|tro|vò |l’ Ar|chian |ru|be|sto; e |quel |so|spin|se
|guar|dai |in |al|to e |vi|di |le |sue |spal|le
|Al |fi|ne |de |le |sue |pa|ro|le il |la|dro
|che |mi |di|mo|stri a|mo|re, a |cui |re|du|ci
|che |l’ es|ser |lo|ro |v’ è in |so|la |cre|den|za,
« |Co|stui |par |vi|vo a |l’ at|to |de |la |go|la;
|Quel|l’ u|no e |due |e |tre |che |sem|pre |vi|ve
|di |gen|te, |ch’ i’ |non |a|ve|rei |cre|du|to
|oh |vi|ta in|tè|gra |d’ a|mo|re e |di |pa|ce!
|sì |che |pa|rea |tra |es|se o|gne |con|cor|dia.
|sen|te|si, |sì |che |sur|ga o |che |si |mo|va
|Lo |fren |vuol |es|ser |del |con|tra|rio |suo|no;
“ |De|us, |ve|ne|runt |gen|tes”, |al|ter|nan|do
|li |fi|gli |di |Le|vì |fu|ro|no es|sen|ti.
|mo|di|cum, |et |vos |vi|de|bi|tis |me”.
|et|ter|na, |ma|la|det|ta, |fred|da e |gre|ve;
|ch’ es|ser |non |la|scia a |voi |Dio |ma|ni|fe|sto».
|l’ oc|chio a |la |no|stra |re|den|zion |fu|tu|ra;
|e |sì |ve|sti|to, an|dan|do, |mi |ran|cu|ro».
|Qui |vin|ce |la |me|mo|ria |mia |lo ’n|ge|gno;
|O |som|ma |lu|ce |che |tan|to |ti |le|vi
|ver|so |set|ten|trï|on, |quan|to |li E|brei
|lo |ciel |av|vi|van |di |tan|to |se|re|no
|che, |to|lo|sa|no, a |sé |mi |tras|se |Ro|ma,
|co|sì |vol|se |li ar|ti|gli al |suo |com|pa|gno,
|Poi |che ’l |tri|pu|dio e |l’ al|tra |fe|sta |gran|de,
|in |che |più |di |pia|cer |lo |can|to ac|qui|sta,
|la |se|con|da |bel|lez|za |che |tu |ce|le».
|per |che, |s’ i’ |mi |ta|cea, |me |non |ri|pren|do,
|che ’l |mal |de |l’ u|ni|ver|so |tut|to in|sac|ca.
|de |la |mon|ta|gna, o |che |sia |fuor |d’ u|san|za.
|Mo|strar|si |dun|que in |cin|que |vol|te |set|te
|quel|li |che |vin|ce, |non |co|lui |che |per|de.
|non |sta |d’ un |mo|do; e |pe|rò |sot|to ’l |se|gno
|mi |pin|se|ro un |tal« |sì» |fuor |de |la |boc|ca,
|Om|bra |non |lì è |né |se|gno |che |si |pa|ia:
|E |quel |che |più |ti |gra|ve|rà |le |spal|le,
|che ’l |ca|po ha |den|tro e |fuor |le |gam|be |me|na.
|ma |non |può |tut|to |la |vir|tù |che |vuo|le;
|non |vi|ste |mai |fuor |ch’ a |la |pri|ma |gen|te.
« |Che |fa|rem |noi |a |chi |mal |ne |di|si|ra,
|fuor |d’ u|na |ch’ a |se|der |si |le|vò, |rat|to
|Co|sì |fat|ta, |mi |dis|se:« Il |mon|do |m’ eb|be
|quan|do |le |gam|be |mi |fu|ron |sì |tol|te».
|dà |noi |per |che |ve|nir |pos|siam |più |to|sto
|i|gnu|de |tut|te, |con |sem|bian|te of|fe|so.
|O |voi |ch’ a|ve|te |li ’n|tel|let|ti |sa|ni,
|e |tre|man|do |cia|scu|no a |me |si |vol|se
|e |per |lec|car |lo |spec|chio |di |Nar|cis|so,
|che |so|gnan|do |de|si|de|ra |so|gna|re,
|dis|se:« |Mu|ta |pen|sier; |pen|sa |ch’ i’ |so|no
|pro|van|do e |ri|pro|van|do, il |dol|ce a|spet|to;
|tut|to |d’ a|mor, |ne |fa|rà |o|gne |gra|zia,
|per|ch’ a |ri|spon|der |la |ma|te|ria è |sor|da,
|quel|la |ma|te|ria on|d’ io |son |fat|to |scri|ba.
|Di |più |di|rei; |ma ’l |ve|ni|re e ’l |ser|mo|ne
|E ’l |du|ca |mio |ver’ |lui:« |A|ni|ma |scioc|ca,
|co|te|sti, |ch’ an|cor |vi|ve e |non |si |no|ma,
|per |sin|gu|lar |ca|gio|ne es|ser |ec|cel|sa
|ma |pe|rò |di |le|var|si e|ra |ne|en|te,
|per |tor|nar |bel|la a |co|lui |che |ti |fe|ce,
|Ba|sti |d’ i |miei |mag|gio|ri u|dir|ne |que|sto:
|fie|re |di |Ghin |di |Tac|co eb|be |la |mor|te,
|per |lui, |o |per |al|trui, |sì |ch’ a |sua |bar|ca
|ch’ i’ |sol|va il |mio |do|ve|re an|zi |ch’ i’ |mo|va:
|sì |che |ve|der |si |po|tien |tut|ti |quan|ti.
|Non |per|ché |più |ch’ un |sem|pli|ce |sem|bian|te
|be|stia, e |Pi|sto|ia |mi |fu |de|gna |ta|na».
|la |gran |va|rï|a|zion |d’ i |fre|schi |mai;
|Par|lan|do an|da|va |per |non |pa|rer |fie|vo|le;
|e |co|me |sa|re’ |io |san|za |lui |cor|so?
|ve|nen|do |sù, |non |po|tea |ve|nir |so|la,
|sup|pli|ca a |te, |per |gra|zia, |di |vir|tu|te
|sì |che, |se |fos|si |vi|vo, |trop|po |fo|ra?».
|ec|co |di |qua |chi |ne |da|rà |con|si|glio,
|là |do|ve il |suo |fat|tor |lo |san|gue |spar|se,
|ciò |che |pria |mi |pia|cë|a, al|lor |m’ in|creb|be,
|sì |sta|va il |so|le; on|de ’l |gior|no |sen |gi|va,
|Poi |pin|se |l’ u|scio a |la |por|ta |sa|cra|ta,
|da |quel|la |par|te on|de ’l |cuo|re ha |la |gen|te.
|che |fa |il |cor |de’ |mo|na|ci |sì |fol|le;
|co|me |be|ve|sti |di |Le|tè |an|coi;
|git|tò |vo|ce |di |fuo|ri e |dis|se:« |Quan|do
|co|lui |po|tei |che |dal |ser|vo |de’ |ser|vi
|Ve|dras|si |l’ a|va|ri|zia e |la |vil|ta|te
|tan|to |sta|re|mo im|mo|bi|li e |di|ste|si».
|pur |un |lin|guag|gio |nel |mon|do |non |s’ u|sa.
|E ’l |buon |ma|e|stro, |san|za |mia |di|man|da,
|dim|mi: |per|ché |quel |po|po|lo è |sì |em|pio
|e |dol|ce|men|te, |sì |che |par|li, ac|co’ |lo».
|cor|rë|an |gen|ti |nu|de e |spa|ven|ta|te,
|ma |mia |suo|ra |Ra|chel |mai |non |si |sma|ga
|Ve|ra|men|te, |ne |for|se |tu |t’ ar|re|tri
|si |spec|chia, |qua|si |per |ve|der|si ad|dor|no,
|qui|vi |mi |mi|si a |far |ba|rat|te|ria,
|fe|ce |li |cie|li e |diè |lor |chi |con|du|ce
|lo |mon|do è |cie|co, e |tu |vien |ben |da |lui.
|ch’ an|cor |si |pa|re in|tor|no |dal |Gar|din|go».
|Già |si |go|de|va |so|lo |del |suo |ver|bo
|che |fu |bi|sa|va al |can|tor |che |per |do|glia
|Poi |si |ri|vol|se a |quel|la ’n|fia|ta |lab|bia,
|che |pian|gen|do e |ri|den|do |par|go|leg|gia,
|che |la |mor|te |dis|sol|ve |men |vo |su|so,
|coi |cor|pi |che |là |sù |han|no |la|scia|ti.
|Sì |ac|co|sta|ti a |l’ un |d’ i |due |vi|va|gni
|Bo|to|li |tro|va |poi, |ve|nen|do |giu|so,
|on|de in|ten|der |lo |gri|do |si |po|teo.
|U|sa |con |es|so |don|no |Mi|chel |Zan|che
|ce |n’ an|da|va|mo, e |spes|so il |buon |ma|e|stro
|E |io:« |O |cre|a|tu|ra |che |ti |mon|di
|quel |ch’ i’ |or |vi|di— e |ri|te|gna |l’ i|ma|ge,
|die|tro |pen|san|do a |ciò |che |si |pre|li|ba,
|che |ciò |nol |sa|zia, |ma |san|za |de|cre|to
|Di |ciò |eb|b’ io |e|spe|rï|en|za |ve|ra,
|tra ’ |quai |co|nob|bi |Et|tòr |ed |E|nea,
« |Que|sto è |di|vi|no |spi|ri|to, |che |ne |la
|per |le |te|ne|bre |trop|po |da |la |lun|gi,
|d’ o|mo |cui |al|tra |cu|ra |strin|ga e |mor|da
« |Or |quan|do |tu |can|ta|sti |le |cru|de ar|mi
|pur |co|me un |fes|so |che |mu|ro |di|par|te,
|sur|ga o|gne a|mor |che |den|tro a |voi |s’ ac|cen|de,
|ma |O|rï|en|te, |se |pro|prio |dir |vuo|le.
|al|tre |ri|vol|gon |sé |on|de |son |mos|se,
|che |noi |pos|siam |ne |l’ al|tra |bol|gia |scen|de|re,
|cui |que|sto |re|gno è |sud|di|to e |de|vo|to».
|Non |è |fan|tin |che |sì |sù|bi|to |rua
|non |Fo|cac|cia; |non |que|sti |che |m’ in|gom|bra
|E |Dï|o|ni|sio |con |tan|to |di|sio
|li|bi|to |non |u|di|re e |star|mi |mu|to.
|Che |gio|va |ne |le |fa|ta |dar |di |coz|zo?
|ma |te |ri|vol|ve, |co|me |suo|le, a |vò|to:
|Dal |mon|do, |per |se|guir|la, |gio|vi|net|ta
|Que|sti», e |mo|strò |col |di|to,« è |Bo|na|giun|ta,
|que|sto |ch’ io |di|co, |sì |co|me |si |tac|que
|non |de |la |col|pa, |ch’ a |men|te |non |tor|na,
|per|den|do |me, |ri|mar|re|ste |smar|ri|ti.
|mi |dis|se,« ap|pres|so il |tuo |pü|e|ril |co|to,
|lu|me |ti |fie|ro al |co|me |che |tu |die.
|ché ’l |ve|lo è |o|ra |ben |tan|to |sot|ti|le,
|sap|pi |ch’ i’ |fu’ |il |Ca|mi|scion |de’ |Paz|zi;
|Quan|to |di |qua |per |un |mi|gliaio |si |con|ta,
|pruo|vi, |se |sa; |ché |tu |qui |ri|mar|rai,
|l’ es|ser |di |tut|to |suo |con|ten|to |gia|ce.
|Tre |spec|chi |pren|de|rai; |e i |due |ri|mo|vi
|vo|glio in|for|mar |di |lu|ce |sì |vi|va|ce,
|ciò |che |si |vuo|le, e |più |non |di|man|da|re».
|a |gui|sa |di |le|on |quan|do |si |po|sa.
|lu|me |v’ è |da|to a |be|ne e |a |ma|li|zia,
|Tac|cia |di |Cad|mo e |d’ A|re|tu|sa O|vi|dio,
|han|no a |pas|sar |la |gen|te |mo|do |col|to,
|a |le |sue |no|te; ed |ec|co il |ve|glio o|ne|sto
|To|sto |che |fu |là |do|ve |l’ er|be |so|no
|ciò |che |per |l’ u|ni|ver|so |si |squa|der|na:
|le |co|ste a |quel |che |più |vï|ag|gi |fe|ce;
|stan|no a’ |per|do|ni a |chie|der |lor |bi|so|gna,
|co|ro|na|ti |cia|scun |di |ver|de |fron|da.
|Po|scia |vi|di av|ven|tar|si |ne |la |cu|na
|vi |fa|cea u|no in|co|gni|to e |in|di|stin|to.
|e |quel|lo ac|cor|to |gri|dò:« |Cor|ri al |var|co;
|ma |fa |sua |vo|glia |de |la |vo|glia al|trui
|Io |fui |ra|di|ce |de |la |ma|la |pian|ta
|No|vo au|gel|let|to |due |o |tre |a|spet|ta;
|che |nel |la|go |del |cor |m’ e|ra |du|ra|ta
|pe|rò |ch’ a |me |ve|nìa« |Re|sur|gi» e« |Vin|ci»
|per |la |tua |se|te, in |li|ber|tà |non |fo|ra
|e |io, |cui |no|va |se|te an|cor |fru|ga|va,
|nei |nu|vo|li |for|ma|ti, |che, |sa|tol|li,
|Ahi |Pi|sa, |vi|tu|pe|rio |de |le |gen|ti
|che |tu |non |ti |ri|vol|gi al |bel |giar|di|no
|in |tut|to |de |l’ ac|cor|ger |no|stro |scis|so?
|che |di|vi|na |giu|sti|zia, |con|tra |vo|glia,
|in|fin |la |pal|ma e |a |l’ u|scir |del |cam|po,
|di|rot|ti |per|ch’ io |ven|ni e |quel |ch’ io ’n|te|si
|l’ u|ma|na |spe|cie |tan|to a|ma|ro |gu|sta;
|e |tre |fï|a|te in|tor|no |di |Bea|tri|ce
|E |io, |con|ti|nü|an|do al |mio |ser|mo|ne,
|dis|s’ io |a |lei,« |ver|so |que|sta |ri|ve|ra,
|per |u|na |la|gri|met|ta |che ’l |mi |to|glie;
|qual |ti |ne|gas|se il |vin |de |la |sua |fia|la
|In|di |sen |va |quel |pa|dre e |quel |ma|e|stro
|è |chi |po|de|re, |gra|zia, o|no|re e |fa|ma
|giù |po|co |tem|po; e |se |più |fos|se |sta|to,
|che |del |suo |po|me |li an|ge|li |fa |ghiot|ti
|Già |e|ra ’l |Ca|pon|sac|co |nel |mer|ca|to
|Vir|gi|lio |mi |ve|nìa |da |quel|la |ban|da
|che |tu |te|ne|sti |ne |la |vi|ta |lie|ta,
|o |ver |la |bor|sa, |com’ |a|gnel |si |pla|ca,
|la |ve|do|vel|la |mia, |che |mol|to a|mai,
|A|guz|za |qui, |let|tor, |ben |li oc|chi al |ve|ro,
|sì |che |poi |sap|pi |sol |te|ner |lo |gua|do.
|na|scen|do |di |quel |d’ en|tro |quel |di |fo|ri,
|di |qua |da |Tren|to |l’ A|di|ce |per|cos|se,
|co|me a |nes|sun |toc|cas|se al|tro |la |men|te.
|Di|nan|zi |pa|rea |gen|te; e |tut|ta |quan|ta,
|Le |mu|ra |che |so|lie|no es|ser |ba|dia
|che |to|sto im|bian|ca, |se ’l |vi|gnaio |è |reo.
|re|gal|men|te |ne |l’ at|to an|cor |pro|ter|va
|Mol|te |fï|a|te |già, |fra|te, ad|di|ven|ne
|E |co|min|ciai:« |O |po|mo |che |ma|tu|ro
|Trag|ge |Mar|te |va|por |di |Val |di |Ma|gra
|de |l’ al|be|ro |che |vi|ve |de |la |ci|ma
|sol|ve|te|mi, |spi|ran|do, il |gran |di|giu|no
|Per |lei |as|sai |di |lie|ve |si |com|pren|de
|de |la |ca|pra |del |ciel |col |sol |si |toc|ca,
|co|min|cia|va a |can|tar |sì, |che |con |pe|na
|e |ter|rà |sem|pre, |ne’ |quai |sem|pre |fuo|ro.
|ve|di |che |la |ra|gio|ne ha |cor|te |l’ a|li.
|ché |se |quel|lo in |ser|pen|te e |quel|la in |fon|te
|o|mai |la |na|vi|cel|la |del |mio in|ge|gno,
|pe|sa il |gran |man|to a |chi |dal |fan|go il |guar|da,
« |O |To|sco |che |per |la |cit|tà |del |fo|co
« |ri|cor|di|ti |di |me, |che |son |la |Pia;
|Co|sì |spa|rì; |e |io |sù |mi |le|vai
|tan|to il |do|lor |le |fé |la |men|te |tor|ta.
|E |io |ri|spon|do: Io |cre|do in |u|no |Dio
|an|cor |mi |scu|se|rà |di |quel |ch’ io |las|so,
|Qui|vi |ve|nim|mo; e |quin|di |giù |nel |fos|so
|Quan|do |ri|spuo|si, |co|min|ciai:« |Oh |las|so,
|sot|to i |piè |del |gi|gan|te as|sai |più |bas|si,
|Al|lor |si |vol|se a |noi |e |puo|se |men|te,
|Ro|ma|gna |tua |non |è, |e |non |fu |mai,
|s’ io |ri|guar|da|va in |lei, |co|me |spec|chio an|co.
|Noi |ri|ci|dem|mo il |cer|chio a |l’ al|tra |ri|va
|Io |vi|di in|trar |le |brac|cia |per |l’ a|scel|le,
|e |de |la |men|te |peg|gio, e |che |mal |nac|que,
|e |non |fé |mot|to a |noi, |ma |fé |sem|bian|te
|e |co|me e |qua|re, |vo|glio |che |m’ in|ten|da.
|io |ri|co|nob|bi i |miei |non |fal|si er|ro|ri.
|di|ce|re u|di’ |mi:« |Guar|da |co|me |pas|si:
|di|rot|ti |brie|ve|men|te”, |mi |ri|spuo|se,
|Io |non |pos|so |ri|trar |di |tut|ti a |pie|no,
|lo |po|pol |di|svï|a|to |si |rac|cor|se.
|fa|te i |sa|per |che ’l |fei |per|ché |pen|sa|va
|e |li al|tri af|fet|ti, |l’ om|bra |si |fi|gu|ra;
|con |la |pre|det|ta |co|no|scen|za |vi|va,
|Io |vi|di in |quel|la |gio|vï|al |fa|cel|la
|vol|ge e |con|ten|ta, |fa |es|ser |vir|tu|te
|e |vo|la e |da |la |no|ce |si |di|schia|va,
|I’ |fui |nel |mon|do |ver|gi|ne |so|rel|la;
|El|la |ru|i|na in |sì |fat|ta |ci|ster|na;
|el|l’ è |quel |ma|re al |qual |tut|to |si |mo|ve
|che, |tut|to |li|be|ro a |mu|tar |con|ven|to,
|giu|so in |Ciel|dau|ro; ed |es|sa |da |mar|ti|ro
|la |vi|pe|ra |che |Me|la|ne|si ac|cam|pa,
|fu |e |non |è; |ma |chi |n’ ha |col|pa, |cre|da
|e |o|gne |fiam|ma un |pec|ca|to|re in|vo|la.
|ma |es|sa, |ra|dï|an|do, |lui |ca|gio|na».
|dis|s’ io,« |chi |sie|te?». E |quei |pie|ga|ro i |col|li;
|ma |e|sce |di |fon|ta|na |sal|da e |cer|ta,
|a |ve|der |tan|to |non |sur|se il |se|con|do.
|Cer|ca|te ’n|tor|no |le |bo|glien|ti |pa|ne;
|che |dal |se|cre|to |suo |qua|si og|n’ uom |tol|si;
|ma |to|sto |fia |che |Pa|do|va al |pa|lu|de
|ch’ i’ |mi |son |Lia, |e |vo |mo|ven|do in|tor|no
|o |gen|te u|ma|na, |per |vo|lar |sù |na|ta,
|graf|fia |li |spir|ti ed |i|sco|ia ed |i|squa|tra.
|che |per |lo |car|ro |sù |la |co|da |fis|se;
|vis|se |Vir|gi|lio, as|sen|ti|rei |un |so|le
|e |fa |fug|gir |le |fie|re e |li |pa|sto|ri.
|Vi|di a |lor |gio|chi |qui|vi e |a |lor |can|ti
|mi |dis|se:« |Mi|ra, |mi|ra: ec|co il |ba|ro|ne
|Non |fu |tre|mo|to |già |tan|to |ru|be|sto,
|ch’ ei |non |pec|ca|ro; e |s’ el|li han|no |mer|ce|di,
|mei |si |stin|gue|va |men|tre |ch’ e|ra |so|lo:
|lun|go |di |sè |di |not|te |fu|ria e |cal|ca,
|no|tar |si |pos|son |di |di|ver|si |vol|ti.
|E |dal |set|ti|mo |gra|do in |giù, |sì |co|me
|de |l’ Al|pe |per |ca|de|re ad |u|na |sce|sa
|por|tan|do |den|tro ac|ci|dï|o|so |fum|mo:
|Fi|ni|to|lo, an|co |gri|da|va|no:« Al |bo|sco
|Pie|to|la |più |che |vil|la |man|to|a|na,
|ad |o|gne |co|no|scen|za or |li |fa |bru|ni.
|Fï|al|te ha |no|me, e |fe|ce |le |gran |pro|ve
|ri|ma|nea |de |la |pel|le |tut|ta |brul|la.
|per |a|iu|tar|mi, al |mil|le|smo |del |ve|ro
|e ’l |prin|ci|pio |del |dì |par |de |la |spe|ra
|le |co|se», |dis|se,« |che |ne |son |lon|ta|no;
|per |tuo |par|la|re, |ma |per|ché |t’ a|u|si
|a |me |che |tut|to |chin |con |lo|ro an|da|va.
|Trop|pa è |più |la |pa|u|ra on|d’ è |so|spe|sa
|In|fi|no a |qui |l’ un |gio|go |di |Par|na|so
|e |sa|rai |me|co |san|za |fi|ne |ci|ve
|ch’ a |gui|sa |di |scor|pion |la |pun|ta ar|ma|va.
|per |che |l’ oc|chio |da |pres|so |nol |so|sten|ne,
|io |sa|rei |mes|so |già |per |lo |sen|tie|ro,
|Men|tre |che |sì |par|la|va, ed |el |tra|scor|se,
|do|ve |s’ ag|giu|gne |con |l’ ot|ta|va |ri|pa,
|che, |fug|gen|do|li in|nan|zi, |dal |co|lu|bro
|sì |che |quel |ch’ è, |co|me |non |fos|se, a|go|gna,
|De |la |mon|di|zia |sol |vo|ler |fa |pro|va,
|Io |sen|tia |d’ o|gne |par|te |trar|re |guai
|E |que|sto |ti |sia |sem|pre |piom|bo a’ |pie|di,
|po|scia |ri|vol|si a |la |mia |don|na il |vi|so,
|vi|vo |ten |vai |co|sì |par|lan|do o|ne|sto,
|e |po|scia |mor|to, |dir |non |è |me|stie|ri;
|Se |tu |pur |mo |in |que|sto |mon|do |cie|co
|ma |per|ché |pie|ne |son |tut|te |le |car|te
|sì |che |la |vi|sta |pa|re e |non |par |ve|ra,
|I|ma|gi|ni, |chi |be|ne in|ten|der |cu|pe
|Già |mon|ta|vam |su |per |li |sca|glion |san|ti,
|del |puz|zo |che ’l |pro|fon|do a|bis|so |git|ta,
|To|sto |che ’l |du|ca e |io |nel |le|gno |fui,
« |In |que|sto |fon|do |de |la |tri|sta |con|ca
|che |ti |fa |ciò |che |qui|vi |si |pi|spi|glia?
|Lo |buon |ma|e|stro |dis|se:« O|mai, |fi|gliuo|lo,
|Cre|di |per |cer|to |che |se |den|tro a |l’ al|vo
|l’ Ar|pie, |pa|scen|do |poi |de |le |sue |fo|glie,
|lo |sol |vi |mo|ster|rà, |che |sur|ge o|mai,
|qual |si |fa |dan|no |del |ben |fa|re al|trui.
|fuor |vi|vi, e |pe|rò |son |fes|si |co|sì.
|a |piè |del |ve|ro il |dub|bio; ed |è |na|tu|ra
|Sì |mi |par|la|va, e |an|da|va|mo in|troc|que.
|sì |che, |do|ve |Ma|ria |ri|ma|se |giu|so,
|mol|to |si |mi|ra e |po|co |si |di|scer|ne,
|Tan|ta |ri|co|no|scen|za il |cor |mi |mor|se,
|per |tòr|re |ta|li es|se|cu|to|ri a |Mar|te.
|si |de’ |se|guir |con |l’ o|pe|ra |ta|cen|do».
|ché |do|ve |l’ ar|go|men|to |de |la |men|te
|S’ i’ |fos|si |sta|to |dal |fo|co |co|per|to,
|più |vol|te il |mon|do in |ca|òs|so |con|ver|so;
|che |sep|pe |far |le |tem|pe|ra|te |spe|se,
|se |non |com’ |ac|qua |ch’ al |mar |non |si |ca|la.
|sì |co|me |ver|mo in |cui |for|ma|zion |fal|la?
|o|mai |ve|drai |di |sì |fat|ti of|fi|cia|li.
|in |nul|la |par|te an|cor |fer|ma|to |fi|so;
|a |Ri|nier |da |Cor|ne|to, a |Ri|nier |Paz|zo,
|a |lor |che |la|men|tar |li |fa |sì |for|te?».
|né |fia |qual |fu |in |quel|le |due |per|so|ne.
|at|te|si av|reb|be |li |suoi |re|gi an|co|ra,
|E |io:« |Ma|e|stro |mio, |fa, |se |tu |puoi,
|Co|sì |Bea|tri|ce; e |io, |che a’ |suoi |con|si|gli
|Ben |di|scer|në|a in |lor |la |te|sta |bion|da;
|le |di|stin|zion |che |den|tro |da |sé |han|no
